,index,Cotacao,Cresc.5anos,DY,Div.Brut/Pat.,EV/EBIT,EV/EBITDA,Liq.2meses,Liq.Corr.,Mrg.Ebit,Mrg.Liq.,P/ACL,P/Ativo,P/Cap.Giro,P/EBIT,P/L,P/VP,PSR,Pat.Liq,ROE,ROIC,change,closingPrice,eps,high,lastPrice,lastYearHigh,lastYearLow,low,marketCap,name,pe,priceOpen,shares,volume,volumeAvg,sector,subSector,segment
406,TECN3,2.33,-0.0784,0.0,0.44,7.63,13.15,7508450.0,4.36,0.1144,-0.0599,2.93,0.303,0.67,6.5,-12.41,0.58,0.743,312802000.0,-0.0471,0.0598,1.29,2.33,-0.19,2.39,2.36,3.07,0.94,2.3,185274670,Technos SA,0.0,2.34,78506215,568500,2616790,Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
407,TEKA3,38.0,0.0031,0.0,-0.31,-252.48,256.82,10591.6,0.03,-0.0148,-0.7774,-0.01,0.019,-0.01,-8.74,-0.17,-0.01,0.129,-1710890000.0,0.0671,-0.0035,0.0,38.0,-228.3,0.0,38.0,136.62,17.51,0.0,12967432,Teka Tecelagem Kuehnrich SA,0.0,0.0,167915,0,310,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
408,TEKA4,19.29,0.0031,0.0,-0.31,-248.18,252.45,96412.3,0.03,-0.0148,-0.7774,-0.0,0.01,-0.0,-4.43,-0.08,-0.01,0.066,-1710890000.0,0.0671,-0.0035,0.93,19.29,-228.3,19.47,19.47,32.3,8.51,19.23,12967432,Teka Tecelagem Kuehnrich SA Preference Shares,0.0,19.23,335240,700,4330,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
409,TELB3,75.39,0.7906,0.0,0.17,-14.42,-56.98,64956.3,4.42,-1.135,-0.5018,-3.74,1.226,5.06,-16.63,-37.62,3.41,18.88,1501070000.0,-0.0906,-0.0972,0.81,75.39,-2.2,76.0,76.0,209.99,64.0,76.0,4308944242,Telecomunicacoes Brasileiras SA TELEBRAS,0.0,76.0,49457271,200,873,Comunicações,Telecomunicações,Telecomunicações
410,TELB4,32.54,0.7906,0.0,0.17,-4.96,-19.61,447504.0,4.42,-1.135,-0.5018,-1.62,0.529,2.18,-7.18,-16.24,1.47,8.149,1501070000.0,-0.0906,-0.0972,-0.43,32.54,-2.2,32.6,32.4,50.0,24.0,32.01,4308944242,Telecomunicacoes Brasileiras SA TELEBRAS Preference Shares,0.0,32.6,18407491,1800,15833,Comunicações,Telecomunicações,Telecomunicações
411,TEND3,25.75,0.2064,0.0261,0.71,7.05,6.52,25927100.0,2.88,0.1565,0.0884,30.43,0.645,1.48,6.95,12.24,1.83,1.088,1469090000.0,0.1495,0.1245,-0.23,25.75,2.1,25.99,25.69,35.58,23.6,25.2,2681646019,Construtora Tenda SA,12.23,25.99,104344246,317700,1083776,Consumo Cíclico,Construção Civil,Incorporações
412,TESA3,46.69,0.1255,0.0,1.57,9.8,7.38,3922460.0,0.5,0.158,-0.0793,-0.83,0.372,-1.23,4.77,-9.52,1.48,0.754,688967000.0,-0.1552,0.0887,0.49,46.69,-2.62,47.04,46.92,49.83,11.9,46.22,1358428725,Terra Santa Agro SA,0.0,46.72,28952014,7900,96303,Consumo não Cíclico,Agropecuária,Agricultura
413,TFCO4,14.5,0.0,0.0027,0.35,286.81,269.16,1689840.0,3.23,0.1744,0.1223,117.45,37.275,71.86,287.09,409.35,65.9,50.063,208870000.0,0.161,0.196,-0.55,14.5,0.0,14.7,14.42,15.57,8.88,14.22,0,Track & Field Co SA,0.0,14.35,71992864,70400,0,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
414,TGMA3,24.1,0.023,0.022,0.44,15.13,12.43,9289160.0,2.58,0.1073,0.077,14.92,1.501,5.0,15.34,21.33,2.47,1.646,644911000.0,0.1157,0.1426,-0.08,24.1,1.13,24.24,24.08,30.4,16.75,23.78,1588689782,Tegma Gestao Logistica SA,21.29,24.22,66002915,74200,338453,Bens Industriais,Transporte,Transporte Rodoviário
415,TIMS3,12.67,-0.0005,0.0353,0.11,8.98,3.3,64259400.0,1.27,0.1851,0.112,-4.03,0.746,14.3,9.53,15.75,1.31,1.764,23463600000.0,0.083,0.0943,-3.88,12.55,0.81,12.53,12.06,17.5,11.42,12.05,5860844231,Tim SA,14.89,12.53,2420804398,4415000,4947903,Comunicações,Telecomunicações,Telecomunicações
416,TKNO4,62.0,0.1328,0.0394,0.05,6.4,5.35,2704.93,2.74,0.1241,0.1097,1.97,0.673,1.74,7.41,8.38,0.92,0.919,199456000.0,0.1094,0.1231,0.0,62.0,7.4,0.0,62.0,100.0,31.36,0.0,84363960,Tekno SA Industria e Comercio Preference Shares,8.38,0.0,1360709,0,23,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
417,TOTS3,36.76,0.0478,0.0071,0.13,18.27,15.21,129154000.0,1.41,0.4115,0.1157,59.31,3.909,23.79,19.02,67.64,7.86,7.825,2702690000.0,0.1162,0.2682,1.85,36.76,0.54,37.46,37.44,37.46,21.85,36.56,21642849780,Totvs SA,69.34,37.03,577913181,1666700,3570656,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
418,TPIS3,3.2,-0.1149,0.0129,2.13,-25.08,6.32,21629300.0,0.23,-0.095,0.1368,-0.25,0.171,-0.85,-6.18,3.63,0.66,0.587,848706000.0,0.183,-0.0289,-1.87,3.2,0.89,3.21,3.14,4.96,1.09,3.1,552640018,TPI Triunfo Participacoes e Invest. SA,3.51,3.2,176000000,891700,4486800,Bens Industriais,Transporte,Exploração de Rodovias
419,TRIS3,10.37,0.2983,0.0233,0.39,10.71,10.67,11161200.0,3.5,0.2072,0.208,2.79,0.893,1.68,10.27,11.11,1.62,2.127,1196140000.0,0.1456,0.1099,-2.12,10.37,0.93,10.39,10.15,14.85,8.86,10.1,1894167553,Trisul SA,10.86,10.39,186617538,546600,1129126,Consumo Cíclico,Construção Civil,Incorporações
420,TRPL3,31.83,-0.1123,0.0978,0.42,6.3,6.27,165050.0,2.02,1.0079,0.8945,-2.55,0.791,8.97,5.23,5.9,1.58,5.271,13307800000.0,0.2669,0.1599,-0.69,31.83,5.39,31.99,31.61,32.69,24.75,31.44,18623985653,CTEEP Cia Transm Energia Eletr Paulista,5.86,31.83,257937732,2200,3740,Utilidade Pública,Energia Elétrica,Energia Elétrica
421,TRPL4,26.75,-0.1123,0.1164,0.42,5.46,5.44,33679500.0,2.02,1.0079,0.8945,-2.15,0.665,7.54,4.4,4.96,1.32,4.43,13307800000.0,0.2669,0.1599,-1.68,26.75,5.39,26.91,26.3,29.35,20.13,26.01,18623985653,CTEEP Cia Transm Energia Eletr Paulista Preference Shares,4.88,26.83,400945572,1112100,1007200,Utilidade Pública,Energia Elétrica,Energia Elétrica
422,TUPY3,23.68,0.1032,0.0,0.87,13.08,6.28,35141500.0,2.4,0.07,0.0247,-13.35,0.527,1.62,10.35,29.33,1.3,0.725,2620420000.0,0.0444,0.0763,-0.46,23.68,0.8,23.64,23.57,26.78,15.14,23.37,3398261274,Tupy SA,29.29,23.44,144177500,218000,1454733,Bens Industriais,Material de Transporte,Material Rodoviário
423,TXRX4,9.85,0.0445,0.0,-0.77,23.02,15.81,78989.8,0.23,0.1254,-0.1383,-0.1,0.211,-0.15,3.42,-3.1,-0.13,0.429,-311894000.0,0.0434,0.0933,-1.52,9.85,-3.18,9.81,9.7,17.79,8.21,9.7,72183761,Textil Renauxview SA Preference Shares,0.0,9.74,2802678,900,9150,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
424,UCAS3,5.53,-0.0176,0.0716,0.11,15.11,10.41,854037.0,1.96,0.1203,0.1129,7.44,1.429,5.14,18.36,19.57,2.29,2.209,159769000.0,0.1169,0.1189,-1.08,5.53,0.28,5.63,5.47,5.9,3.7,5.47,361492375,UNICASA Industria de Moveis S/A,19.35,5.6,66086364,6900,141286,Consumo Cíclico,Utilidades Domésticas,Móveis
425,UGPA3,19.72,0.0277,0.0223,2.13,19.97,11.47,130329000.0,2.0,0.0209,0.0107,-2.42,0.587,2.39,12.58,25.43,2.29,0.262,9583460000.0,0.0902,0.0687,-1.83,19.72,0.79,19.7,19.36,25.22,16.27,19.3,4336610222,Ultrapar Participacoes SA,24.52,19.59,1115076651,1452800,6367426,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
426,UNIP3,99.46,0.2571,0.0435,0.27,7.09,6.12,7721440.0,1.89,0.2863,0.1701,-16.54,1.94,9.14,7.48,12.74,4.53,2.143,2074060000.0,0.3555,0.3626,-0.15,99.46,7.89,100.0,99.31,108.96,28.01,96.8,9108168743,Unipar Carbocloro SA,12.58,100.0,33007970,11900,108456,Materiais Básicos,Químicos,Químicos Diversos
427,UNIP5,94.49,0.2571,0.0503,0.27,6.72,5.79,147970.0,1.89,0.2863,0.1701,-15.71,1.843,8.68,7.11,12.1,4.3,2.036,2074060000.0,0.3555,0.3626,0.0,94.49,7.89,0.0,94.49,109.95,26.72,0.0,9108168743,Unipar Participacoes A Pref Shs,11.97,0.0,2072164,0,1770,Materiais Básicos,Químicos,Químicos Diversos
428,UNIP6,94.49,0.2571,0.0503,0.27,6.72,5.79,47888600.0,1.89,0.2863,0.1701,-15.71,1.843,8.68,7.11,12.1,4.3,2.036,2074060000.0,0.3555,0.3626,0.23,94.49,7.89,95.95,94.71,112.99,23.41,92.8,9108168743,Unipar Participacoes B Pref Shs,12.0,94.42,59352738,329600,565293,Materiais Básicos,Químicos,Químicos Diversos
429,USIM3,19.4,0.2036,0.0064,0.4,5.94,4.83,9740750.0,3.03,0.2262,0.151,-136.57,0.763,2.65,5.55,11.68,1.54,1.257,15765400000.0,0.132,0.1742,1.24,19.4,1.69,19.73,19.64,25.0,7.5,19.32,23903835002,Usinas Siderurgicas de Mins Grs SA USMNS,11.63,19.4,705260684,105600,437383,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
430,USIM5,18.16,0.2036,0.0075,0.4,5.58,4.54,455190000.0,3.03,0.2262,0.151,-127.84,0.714,2.48,5.2,10.93,1.44,1.176,15765400000.0,0.132,0.1742,0.94,18.16,1.69,18.4,18.33,24.36,6.88,18.0,23903835002,Usinas Siderurgicas de Minas Gerais A Pref Shs,10.87,18.08,547752163,5285100,18581446,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
431,USIM6,20.4,0.2036,0.0067,0.4,6.22,5.06,6448.36,3.03,0.2262,0.151,-143.61,0.802,2.79,5.84,12.28,1.62,1.321,15765400000.0,0.132,0.1742,-9.31,20.4,1.69,20.16,18.5,30.85,4.5,18.5,23903835002,Usinas Siderurgicas de Minas Gerais Pref Shs,10.95,20.16,66261,400,196,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
432,VALE3,110.11,0.2367,0.0606,0.38,4.23,3.77,2998940000.0,1.96,0.5634,0.2208,-3.6,1.174,9.0,4.19,10.34,2.8,2.36,207487000000.0,0.2713,0.3435,1.36,110.11,10.97,112.08,111.61,120.45,54.05,110.18,118183293987,Vale SA,10.18,110.69,5284474770,11114600,28050940,Materiais Básicos,Mineração,Minerais Metálicos
433,VAMO3,53.55,0.4094,0.0,1.71,33.52,19.89,30014100.0,1.95,0.2376,0.1242,-6.73,2.586,16.93,29.55,56.52,8.54,7.02,1428620000.0,0.1511,0.1219,0.37,53.55,1.1,54.41,53.75,55.31,29.17,53.17,12246985875,Vamos Locacao de Camhs Mqns e Eqpmnts SA,48.74,53.53,227850990,117400,549933,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
434,VIVA3,33.97,0.0,0.0047,0.25,40.69,31.0,35340500.0,3.99,0.1834,0.1242,20.37,4.039,8.89,41.31,60.98,6.83,7.576,1175390000.0,0.1119,0.1272,-0.62,33.97,0.56,34.14,33.76,35.08,19.52,33.42,7974033955,Vivara Participacoes SA,60.66,33.95,236197769,184200,1320530,Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
435,VIVR3,4.78,1.2978,0.0,-0.95,-16.68,-17.7,30929200.0,0.3,-0.7155,-2.9241,-1.19,1.66,-2.09,-12.22,-2.99,-2.24,8.741,-227027000.0,0.7504,-0.1549,14.44,4.78,-2.61,5.9,5.47,5.9,0.79,4.93,768150976,Viver Incorporadora e Construtora SA,0.0,5.15,106507317,35165600,13589540,Consumo Cíclico,Construção Civil,Incorporações
436,VIVT3,45.14,0.0039,0.0735,0.18,14.46,4.82,92178500.0,1.07,0.1318,0.1057,-3.95,0.686,55.95,13.42,16.74,1.09,1.769,70018600000.0,0.0651,0.0589,-3.17,45.14,2.7,44.85,43.71,54.76,41.45,43.71,14863268688,Telefonica Brasil SA,16.24,44.74,1690984923,1405100,2011720,Comunicações,Telecomunicações,Telecomunicações
437,VLID3,9.68,0.0625,0.0,1.2,23.6,7.33,7369850.0,1.31,0.0353,-0.1045,-2.03,0.251,2.24,11.45,-3.79,0.66,0.404,1208360000.0,-0.1734,0.0292,-1.86,9.68,-2.95,9.7,9.5,12.14,6.87,9.5,779668610,Valid Solucoes SA,0.0,9.7,82070387,183000,660220,Bens Industriais,Serviços,Serviços Diversos
438,VULC3,9.7,0.0154,0.0,0.26,39.63,18.91,6236890.0,3.31,0.051,0.0297,4.39,1.398,3.09,37.33,63.96,2.09,1.903,1143320000.0,0.0326,0.0434,-0.93,9.7,0.14,9.75,9.61,9.75,4.86,9.51,2359260573,Vulcabras Azaleia SA,67.99,9.69,245756346,225800,784013,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados
439,VVAR3,15.75,0.0709,0.0,1.48,12.44,9.22,566889000.0,1.01,0.0878,0.0389,-3.24,0.753,124.55,9.52,21.48,4.08,0.836,6163000000.0,0.19,0.1086,-0.32,15.75,0.72,15.79,15.7,22.36,10.95,15.48,25078457495,Via Varejo SA,21.91,15.64,1597354101,16566300,42673976,Consumo Cíclico,Comércio,Eletrodomésticos
440,WEGE3,35.25,0.1984,0.0088,0.15,39.48,34.98,299592000.0,2.06,0.1962,0.1445,32.33,6.992,21.53,40.05,55.52,12.35,7.857,11976300000.0,0.2225,0.2374,-1.67,35.25,0.41,35.05,34.66,46.93,22.62,34.23,145479075899,Weg SA,85.08,35.05,4197317998,3191900,8210956,Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
441,WEST3,9.05,0.0,0.0,0.08,-26.48,-34.5,5770870.0,4.62,-0.0873,-0.0089,3.09,1.872,2.82,-41.74,-410.24,2.46,3.644,403271000.0,-0.006,-0.2324,-0.55,9.05,-0.02,9.21,9.0,13.18,7.37,8.95,1977038100,Westwing Comercio Varejista SA,0.0,9.08,109835457,181600,674150,Consumo Cíclico,Comércio,Produtos Diversos
442,WHRL3,7.1,-0.001,0.0618,0.16,8.59,7.2,82652.4,1.21,0.102,0.0812,18.31,1.384,10.07,10.53,13.24,4.85,1.074,2198430000.0,0.3665,0.5686,0.42,7.1,0.5,7.14,7.13,7.99,6.11,7.08,11282945559,Whirlpool SA,14.13,7.1,1028700892,1300,10523,Consumo Cíclico,Comércio,Eletrodomésticos
443,WHRL4,8.25,-0.001,0.0585,0.16,10.3,8.63,216096.0,1.21,0.102,0.0812,21.27,1.608,11.7,12.23,15.39,5.64,1.248,2198430000.0,0.3665,0.5686,0.0,8.25,0.5,8.25,8.25,8.73,6.45,8.2,11282945559,Whirlpool SA Preference Shares,16.57,8.25,474085114,2400,24003,Consumo Cíclico,Comércio,Eletrodomésticos
444,WIZS3,13.19,0.1759,0.0462,0.0,4.38,3.87,47455200.0,1.13,0.4909,0.2473,-9.57,2.204,50.05,5.01,10.19,6.09,2.459,346139000.0,0.5977,0.6718,4.93,13.19,1.29,13.9,13.84,14.12,5.85,13.11,2190728609,Wiz Solucoes e Corretagem de Seguros SA,10.59,13.19,159907282,2316500,3798590,Financeiro e Outros,Previdência e Seguros,Corretoras de Seguros
445,WLMM3,36.01,0.3248,0.0117,0.02,13.71,13.13,16795.5,3.34,0.0712,0.0566,8.38,2.085,6.21,14.96,18.83,2.71,1.065,483635000.0,0.144,0.1828,0.03,36.01,1.91,36.02,36.02,45.0,11.0,36.02,1471993273,WLM Participacoes e Cmrc d Mqns e Vcs SA,18.83,36.02,16571220,100,840,Bens Industriais,Comércio,Material de Transporte
446,WLMM4,41.96,0.3248,0.011,0.02,16.18,15.5,54801.4,3.34,0.0712,0.0566,9.77,2.429,7.23,17.43,21.94,3.16,1.241,483635000.0,0.144,0.1828,0.0,41.96,1.91,0.0,41.96,42.15,16.25,0.0,1471993273,WLM Participacoes e Cmrc d Mqns e Vcs SA Preference Shares,21.94,0.0,19843450,0,2053,Bens Industriais,Comércio,Material de Transporte
447,WSON33,66.82,0.044,0.0727,1.08,8.15,8.15,2924310.0,1.67,0.4434,0.0931,-2.15,0.843,11.85,5.6,27.64,1.96,2.483,2429610000.0,0.0709,0.1726,-2.54,66.82,2.29,66.48,65.12,68.0,31.5,64.16,4788247753,Wilson Sons Ltd,28.59,66.48,71786160,26282,53920,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
448,YDUQ3,34.98,0.0474,0.0134,1.6,52.44,16.12,77819200.0,2.52,0.0664,-0.0066,-3.26,1.121,5.84,40.59,-408.28,3.32,2.694,3257040000.0,-0.0081,0.0364,-1.06,34.98,-0.09,34.96,34.61,38.15,22.63,34.01,10706716947,YDUQS Participacoes SA,0.0,34.62,309088851,675200,2712500,Consumo Cíclico,Diversos,Serviços Educacionais
